Step,num_cops,num_crimes_committed,num_arrests_made,tax_rate,total_stolen,total_trade_income,avg_wealth,total_wealth,avg_crime_perception,vote_outcome,iteration,param,value
53,1.0,1446.0,24.0,0.01,3448.3879078393893,168.45589354056673,3.045924309348519,152.29621546742592,0.072,0.0,1,cops,1
54,1.0,1472.0,25.0,0.01,3476.1521096536135,171.95935950045128,2.911151378169207,145.55756890846035,0.064,0.0,1,cops,1
55,1.0,1504.0,26.0,0.01,3533.1489319041175,174.26856019738213,2.816271200374228,140.81356001871143,0.08,0.0,1,cops,1
56,1.0,1524.0,26.0,0.01,3575.269573432396,176.7112848335733,2.8169790405581203,140.84895202790602,0.07200000000000001,0.0,1,cops,1
57,1.0,1556.0,26.0,0.01,3629.7056279260632,178.96636307613824,2.814207085149087,140.71035425745433,0.068,0.0,1,cops,1
58,1.0,1586.0,26.0,0.01,3683.626465842087,181.70744143741686,2.8187937534876166,140.93968767438082,0.068,0.0,1,cops,1
59,1.0,1616.0,28.0,0.01,3734.541480855166,183.06137511983314,2.73191508065472,136.595754032736,0.10799999999999998,0.0,1,cops,1
60,1.0,1632.0,29.0,0.01,3773.003291050337,189.96350051384817,2.728262017426072,136.41310087130364,0.12,0.0,1,cops,1
61,1.0,1648.0,30.0,0.01,3795.1079928425625,195.99858981479358,2.685924137387523,134.29620686937614,0.14400000000000002,0.0,1,cops,1
62,1.0,1666.0,31.0,0.01,3816.6759812765877,200.2850964432656,2.684120079329004,134.20600396645023,0.16,0.0,1,cops,1
63,1.0,1686.0,32.0,0.01,3870.242473765733,203.14778666012032,2.6663181968330383,133.31590984165192,0.172,0.0,1,cops,1
64,1.0,1702.0,32.0,0.01,3900.2427801110816,206.92055189493166,2.6851577290836484,134.25788645418243,0.16,0.0,1,cops,1
65,1.0,1726.0,32.0,0.01,3933.9725850786654,209.05762750371127,2.683075707453205,134.15378537266022,0.14800000000000002,0.0,1,cops,1
66,1.0,1740.0,34.0,0.01,3964.36887882716,211.02042235718173,2.6706892248437906,133.53446124218954,0.168,0.0,1,cops,1
67,1.0,1764.0,34.0,0.01,4006.1430782162106,212.30277600886527,2.6585662623167563,132.9283131158378,0.15600000000000003,0.0,1,cops,1
68,1.0,1784.0,34.0,0.01,4038.037224398936,214.4754869898149,2.6571847243429345,132.8592362171467,0.14000000000000004,0.0,1,cops,1
69,1.0,1810.0,34.0,0.01,4088.6290874157394,215.52696420878314,2.6406660023234987,132.03330011617493,0.136,50.0,1,cops,1
70,2.0,1836.0,34.0,0.02,4118.380050518141,216.28078688033273,2.621223141591022,131.0611570795511,0.12400000000000003,0.0,1,cops,1
71,2.0,1864.0,35.0,0.02,4159.088799873931,217.90177162009337,2.3780743347974993,118.90371673987497,0.124,0.0,1,cops,1
72,2.0,1880.0,36.0,0.02,4177.385083300149,219.04196215756613,2.2626961289046963,113.1348064452348,0.12,0.0,1,cops,1
73,2.0,1906.0,37.0,0.02,4206.8909097753985,221.25424580236194,2.2005909565931328,110.02954782965661,0.128,0.0,1,cops,1
74,2.0,1926.0,39.0,0.02,4221.963354181795,221.54531128992508,2.1558986609846444,107.79493304923221,0.18,0.0,1,cops,1
75,2.0,1938.0,41.0,0.02,4239.986078477095,225.89033351494905,2.1719574250455818,108.59787125227909,0.23600000000000002,0.0,1,cops,1
76,2.0,1944.0,41.0,0.02,4250.17696886267,231.56641262244233,2.19852464783222,109.926232391611,0.23200000000000004,0.0,1,cops,1
77,2.0,1954.0,43.0,0.02,4263.609325825599,235.5801610754282,2.162747028922004,108.1373514461002,0.28400000000000003,0.0,1,cops,1
78,2.0,1960.0,43.0,0.02,4269.242372655537,237.71247492925636,2.145787156862786,107.2893578431393,0.272,0.0,1,cops,1
79,2.0,1972.0,44.0,0.02,4294.980182300535,243.39825654343855,2.131443063351839,106.57215316759196,0.28800000000000003,0.0,1,cops,1
80,2.0,1976.0,44.0,0.02,4297.269644820901,248.08086837024328,2.147302755587833,107.36513777939167,0.26799999999999996,0.0,1,cops,1
81,2.0,1994.0,44.0,0.02,4317.778826850026,254.8913731795204,2.189138750457098,109.45693752285491,0.24,0.0,1,cops,1
82,2.0,2006.0,46.0,0.02,4325.720438233677,261.8284868770694,2.0541459289344526,102.70729644672264,0.24,0.0,1,cops,1
83,2.0,2014.0,46.0,0.02,4333.694317272471,264.3154298500799,2.0432269605918645,102.16134802959323,0.22400000000000003,0.0,1,cops,1
84,2.0,2026.0,46.0,0.02,4346.936676872108,269.1468921585321,2.0616003861566683,103.08001930783345,0.20800000000000002,0.0,1,cops,1
85,2.0,2046.0,47.0,0.02,4379.211500725887,273.0380446010667,2.004891477379579,100.24457386897896,0.20800000000000002,0.0,1,cops,1
86,2.0,2064.0,47.0,0.02,4406.20555396523,277.70254025653304,2.019512678479953,100.97563392399763,0.192,0.0,1,cops,1
87,2.0,2082.0,47.0,0.02,4432.683123679008,279.0947931817435,1.9932800192027387,99.66400096013695,0.18,0.0,1,cops,1
88,2.0,2100.0,47.0,0.02,4453.412223448409,283.3539100366897,2.00539710947677,100.26985547383853,0.15600000000000003,0.0,1,cops,1
89,2.0,2126.0,47.0,0.02,4473.522682142882,285.53086555221654,1.9912252677999493,99.56126338999746,0.14,0.0,1,cops,1
90,2.0,2150.0,49.0,0.02,4511.734091619081,290.39726332925585,1.9009644093321882,95.04822046660941,0.17600000000000002,0.0,1,cops,1
91,2.0,2170.0,49.0,0.02,4542.033956527997,293.65132819487116,1.9005893314601345,95.02946657300677,0.152,0.0,1,cops,1
92,2.0,2186.0,49.0,0.02,4552.704686545476,295.8554084437399,1.8891414812912077,94.4570740645604,0.14400000000000002,0.0,1,cops,1
93,2.0,2202.0,50.0,0.02,4576.680773305992,298.18951914346917,1.8628287865879951,93.14143932939973,0.152,0.0,1,cops,1
94,2.0,2218.0,51.0,0.02,4598.219897707455,302.4832172434156,1.7844892388811702,89.22446194405849,0.16399999999999998,0.0,1,cops,1
95,2.0,2232.0,52.0,0.02,4617.432214535134,306.23950218913063,1.793928207629028,89.6964103814514,0.172,0.0,1,cops,1
96,2.0,2244.0,54.0,0.02,4625.199183712693,309.93606240565936,1.7890051528549151,89.45025764274575,0.21600000000000003,0.0,1,cops,1
97,2.0,2256.0,55.0,0.02,4640.538384592293,315.76814996124386,1.7902339814551735,89.51169907275866,0.23600000000000002,0.0,1,cops,1
98,2.0,2266.0,57.0,0.02,4647.879995583415,320.1919255472634,1.7391391269220156,86.95695634610078,0.268,0.0,1,cops,1
99,2.0,2272.0,57.0,0.02,4652.189196688878,324.0883110704431,1.7526660736839745,87.63330368419868,0.26,0.0,1,cops,1
100,2.0,2282.0,57.0,0.02,4663.553208189258,328.36586320973487,1.771346550443173,88.56732752215866,0.23600000000000002,0.0,1,cops,1
101,2.0,2300.0,58.0,0.02,4682.258663444982,333.13958168061976,1.7593964684660932,87.96982342330467,0.252,0.0,1,cops,1
102,2.0,2314.0,59.0,0.02,4695.268795202621,335.19733602612985,1.6926268549813577,84.63134274906788,0.276,0.0,1,cops,1
103,2.0,2322.0,61.0,0.02,4704.573555325247,337.3768966652555,1.67137980697259,83.5689903486295,0.3,0.0,1,cops,1
104,2.0,2334.0,61.0,0.02,4719.534271442801,340.3691806682384,1.6742813289555982,83.71406644777991,0.29600000000000004,0.0,1,cops,1
105,2.0,2344.0,61.0,0.02,4726.240576143309,347.4011183128067,1.728424386874525,86.42121934372625,0.284,0.0,1,cops,1
106,2.0,2354.0,62.0,0.02,4741.6114463105605,351.1770599024482,1.7032201696956795,85.16100848478396,0.27999999999999997,0.0,1,cops,1
107,2.0,2368.0,63.0,0.02,4758.565153023272,354.23982319468774,1.644293248618834,82.21466243094171,0.284,0.0,1,cops,1
108,2.0,2374.0,63.0,0.02,4766.722063959203,357.36576395623223,1.6494182244236921,82.4709112211846,0.264,0.0,1,cops,1
109,2.0,2386.0,67.0,0.02,4776.389704765434,359.65407383286095,1.3464184692147725,67.32092346073863,0.336,0.0,1,cops,1
110,2.0,2394.0,68.0,0.02,4778.543871823331,363.8839642741239,1.3719369064042601,68.59684532021302,0.35200000000000004,0.0,1,cops,1
111,2.0,2400.0,68.0,0.02,4779.905640029823,368.29982083648224,1.3999433490616255,69.99716745308127,0.344,0.0,1,cops,1
112,2.0,2408.0,71.0,0.02,4788.539226834368,371.1001843176387,1.3680115810010995,68.40057905005496,0.396,0.0,1,cops,1
113,2.0,2416.0,71.0,0.02,4795.214411244708,372.3550374108375,1.3554471399975667,67.77235699987833,0.376,0.0,1,cops,1
114,2.0,2422.0,71.0,0.02,4806.034627214718,376.2315860215471,1.3767857427490222,68.83928713745111,0.352,0.0,1,cops,1
115,2.0,2426.0,71.0,0.02,4809.866180662824,379.1749243412229,1.3854607783908037,69.27303891954017,0.34,0.0,1,cops,1
116,2.0,2438.0,73.0,0.02,4817.65391931444,382.1276656387059,1.2814277540387615,64.07138770193808,0.336,0.0,1,cops,1
117,2.0,2440.0,73.0,0.02,4818.404992185186,385.8415759937526,1.3026564525641116,65.13282262820559,0.324,0.0,1,cops,1
118,2.0,2446.0,73.0,0.02,4821.561692704863,390.7560887379853,1.3380194024209384,66.90097012104692,0.32,0.0,1,cops,1
119,2.0,2456.0,75.0,0.02,4832.728664752682,393.102723813434,1.2912530820281785,64.56265410140892,0.3400000000000001,0.0,1,cops,1
120,2.0,2464.0,75.0,0.02,4848.550617943638,394.4565338466222,1.28034919761176,64.01745988058799,0.324,0.0,1,cops,1
121,2.0,2470.0,76.0,0.02,4854.546959669415,398.4096407111571,1.2959563841435826,64.79781920717917,0.3479999999999999,0.0,1,cops,1
122,2.0,2478.0,76.0,0.02,4862.431948160622,400.8281104206474,1.29969453355399,64.98472667769948,0.332,0.0,1,cops,1
123,2.0,2484.0,77.0,0.02,4864.862345104595,404.42010629955047,1.2620439725631807,63.10219862815905,0.31200000000000006,0.0,1,cops,1
124,2.0,2488.0,77.0,0.02,4871.830775577813,406.4271362476921,1.2618602389891975,63.093011949459864,0.30400000000000005,0.0,1,cops,1
125,2.0,2502.0,78.0,0.02,4887.089573841431,409.7232245330319,1.1986918592576739,59.9345929628837,0.28800000000000003,0.0,1,cops,1
126,2.0,2510.0,78.0,0.02,4894.492578968053,414.9475904054107,1.239344377085925,61.96721885429625,0.256,0.0,1,cops,1
127,2.0,2522.0,78.0,0.02,4904.011766319856,419.30884692024733,1.267837795469299,63.39188977346495,0.23200000000000004,0.0,1,cops,1
128,2.0,2530.0,78.0,0.02,4908.091053974338,422.6481050183576,1.2838727955865874,64.19363977932936,0.204,0.0,1,cops,1
129,2.0,2542.0,78.0,0.02,4912.5051742750165,424.7640478223354,1.2842456477560225,64.21228238780112,0.19599999999999998,0.0,1,cops,1
130,2.0,2556.0,78.0,0.02,4923.62468215429,430.29944395947007,1.326924490107777,66.34622450538885,0.168,0.0,1,cops,1
131,2.0,2570.0,79.0,0.02,4934.528287493076,432.6085912196761,1.3183370036149713,65.9168501807486,0.17200000000000004,0.0,1,cops,1
132,2.0,2584.0,82.0,0.02,4944.741993850766,435.18852974853013,1.1559421415154838,57.79710707577419,0.212,0.0,1,cops,1
133,2.0,2590.0,82.0,0.02,4949.029644707845,437.21466948971556,1.1576251657750627,57.88125828875313,0.2,0.0,1,cops,1
134,2.0,2598.0,82.0,0.02,4952.105312693733,440.0396412052924,1.169821144560043,58.49105722800217,0.196,0.0,1,cops,1
135,2.0,2612.0,85.0,0.02,4963.44175942071,443.6006106602064,1.1430899058128796,57.15449529064399,0.252,0.0,1,cops,1
136,2.0,2622.0,87.0,0.02,4968.622579551209,446.04708334021615,1.1575247919026985,57.87623959513492,0.256,0.0,1,cops,1
137,2.0,2634.0,88.0,0.02,4978.935356075508,448.2366986019627,1.1533578945395713,57.66789472697857,0.272,0.0,1,cops,1
138,2.0,2646.0,90.0,0.02,4983.4333863070115,449.86278763626046,1.1474268498183628,57.37134249091815,0.272,0.0,1,cops,1
139,2.0,2650.0,90.0,0.02,4985.653490938903,451.7784355588547,1.1486557268834938,57.43278634417468,0.26,50.0,1,cops,1
140,3.0,2660.0,92.0,0.03,4989.505888833195,455.10113324947974,1.1285058033582562,56.42529016791281,0.272,0.0,1,cops,1
141,3.0,2666.0,92.0,0.03,4991.761200096793,457.56126363858414,1.1251386697847712,56.25693348923856,0.26,0.0,1,cops,1
142,3.0,2676.0,94.0,0.03,5001.126044909499,459.14729757347226,1.0302447223897666,51.51223611948832,0.308,0.0,1,cops,1
143,3.0,2684.0,96.0,0.03,5004.643296767945,460.37031902084203,0.9992969989516898,49.96484994758449,0.324,0.0,1,cops,1
144,3.0,2694.0,96.0,0.03,5008.3819197788325,461.8445041416122,0.9869959130280457,49.349795651402275,0.316,0.0,1,cops,1
145,3.0,2708.0,99.0,0.03,5013.449546721024,463.4985818147293,0.9817454029080536,49.08727014540268,0.37199999999999994,0.0,1,cops,1
146,3.0,2714.0,99.0,0.03,5021.982034514287,464.7833135303606,0.9682968304777075,48.41484152388538,0.35600000000000004,0.0,1,cops,1
147,3.0,2720.0,99.0,0.03,5024.381272013794,467.2086003244127,0.9693891959293554,48.46945979646776,0.348,0.0,1,cops,1
148,3.0,2726.0,99.0,0.03,5027.496656223437,468.3819684522742,0.9542733103935447,47.71366551967723,0.34800000000000003,0.0,1,cops,1
149,3.0,2730.0,99.0,0.03,5028.2055831140915,470.00494238211576,0.9459534679997182,47.29767339998591,0.33199999999999996,0.0,1,cops,1
150,3.0,2742.0,101.0,0.03,5033.725612918872,470.5026940668931,0.8978468972821768,44.89234486410883,0.344,0.0,1,cops,1
151,3.0,2752.0,101.0,0.03,5041.375738700886,471.9378157756037,0.888399593230972,44.41997966154858,0.33199999999999996,0.0,1,cops,1
152,3.0,2762.0,102.0,0.03,5046.469667664209,473.46004373654887,0.8784714172478276,43.923570862391365,0.32799999999999996,0.0,1,cops,1
153,3.0,2770.0,103.0,0.03,5050.0153380962,474.69645881470797,0.8703134284796703,43.51567142398352,0.32799999999999996,0.0,1,cops,1
154,3.0,2786.0,104.0,0.03,5059.171739388952,476.76870229468744,0.8430309658774857,42.1515482938743,0.324,0.0,1,cops,1
155,3.0,2802.0,105.0,0.03,5068.635578042022,478.1958308056866,0.8033847082174507,40.169235410872524,0.308,0.0,1,cops,1
156,3.0,2812.0,105.0,0.03,5071.005072761189,479.3020529260472,0.7929391660507027,39.64695830253513,0.30000000000000004,0.0,1,cops,1
157,3.0,2820.0,107.0,0.03,5073.759092065888,480.1161163346258,0.7929762183833717,39.64881091916859,0.336,0.0,1,cops,1
158,3.0,2826.0,109.0,0.03,5074.879679990245,481.93133314372875,0.7806912030588546,39.03456015294273,0.34800000000000003,0.0,1,cops,1
159,3.0,2828.0,109.0,0.03,5077.074379411761,483.54335947554165,0.7768109972114964,38.84054986057481,0.348,0.0,1,cops,1
160,3.0,2834.0,110.0,0.03,5079.437180285422,485.8471244712411,0.7962750706884285,39.81375353442141,0.34800000000000003,0.0,1,cops,1
161,3.0,2842.0,111.0,0.03,5085.546393445555,488.7117899822504,0.7768827797931098,38.844138989655484,0.34,0.0,1,cops,1
162,3.0,2850.0,111.0,0.03,5090.22695218789,489.58492191675316,0.7631657064438138,38.15828532219069,0.32799999999999996,0.0,1,cops,1
163,3.0,2854.0,112.0,0.03,5091.924794086068,490.853401794932,0.7533029016685937,37.66514508342969,0.348,0.0,1,cops,1
164,3.0,2860.0,112.0,0.03,5093.83606835261,492.4745831671853,0.7504530774543327,37.52265387271663,0.34,0.0,1,cops,1
165,3.0,2866.0,112.0,0.03,5095.376509799586,494.0821788420385,0.7478001592282214,37.390007961411065,0.32,0.0,1,cops,1
166,3.0,2870.0,112.0,0.03,5096.051719686069,496.1854436666654,0.7513918136181625,37.56959068090812,0.31200000000000006,0.0,1,cops,1
167,3.0,2874.0,112.0,0.03,5097.943430760441,497.65029834394664,0.7472240824931718,37.3612041246586,0.30800000000000005,0.0,1,cops,1
168,3.0,2880.0,112.0,0.03,5100.289698188775,499.2401000456707,0.7444084738995822,37.220423694979104,0.276,0.0,1,cops,1
169,3.0,2890.0,112.0,0.03,5103.72987585866,500.1188197991415,0.7325063881733517,36.62531940866757,0.264,0.0,1,cops,1
170,3.0,2904.0,112.0,0.03,5109.146697439248,500.934995766746,0.7203885896176488,36.01942948088244,0.25199999999999995,0.0,1,cops,1
171,3.0,2910.0,113.0,0.03,5112.207767318458,502.8651093365078,0.6977915363406728,34.88957681703364,0.244,0.0,1,cops,1
172,3.0,2924.0,113.0,0.03,5118.4498644932155,503.8755902837348,0.6883536179062547,34.41768089531272,0.2,0.0,1,cops,1
173,3.0,2936.0,113.0,0.03,5122.776600766394,505.19259541252666,0.683942937620781,34.197146881039046,0.18400000000000002,0.0,1,cops,1
174,3.0,2948.0,114.0,0.03,5126.950180146729,506.69654737009733,0.6905631908801285,34.528159544006435,0.16799999999999998,0.0,1,cops,1
175,3.0,2964.0,114.0,0.03,5133.418634811656,507.6678402447335,0.681425567223942,34.071278361197116,0.136,0.0,1,cops,1
176,3.0,2984.0,114.0,0.03,5138.5757547661215,508.7516460862848,0.673838264881613,33.69191324408066,0.11599999999999999,0.0,1,cops,1
177,3.0,3006.0,118.0,0.03,5149.25857152165,510.18322450999364,0.6973106546186384,34.86553273093192,0.188,0.0,1,cops,1
178,3.0,3026.0,118.0,0.03,5154.530574679351,511.5523705678544,0.6930751332045203,34.65375666022601,0.18800000000000006,0.0,1,cops,1
179,3.0,3040.0,119.0,0.03,5160.247079873878,512.5373071156347,0.6826472546396432,34.13236273198214,0.17999999999999997,0.0,1,cops,1
180,3.0,3056.0,119.0,0.03,5169.1193736033,513.8845732440137,0.6774917353795463,33.87458676897731,0.18,0.0,1,cops,1
181,3.0,3072.0,120.0,0.03,5173.316776376087,514.6812947881148,0.64801077036939,32.4005385184695,0.18,0.0,1,cops,1
182,3.0,3080.0,120.0,0.03,5175.26101509344,515.1863445160119,0.6342744984122635,31.713724920613167,0.17600000000000002,0.0,1,cops,1
183,3.0,3098.0,120.0,0.03,5180.6524366483445,515.5628982958677,0.6191838022360594,30.959190111802975,0.168,0.0,1,cops,1
184,3.0,3118.0,121.0,0.03,5186.581087327524,516.5713019936649,0.6253199500225081,31.26599750112541,0.172,0.0,1,cops,1
185,3.0,3136.0,121.0,0.03,5192.243485888001,517.1905322379237,0.6130611629427564,30.65305814713782,0.16,0.0,1,cops,1
186,3.0,3152.0,124.0,0.03,5198.0695216344775,518.4082863410792,0.6168933580495163,30.844667902475816,0.204,0.0,1,cops,1
187,3.0,3170.0,124.0,0.03,5201.349039175437,519.2717435820379,0.6089715928517179,30.44857964258589,0.18799999999999997,0.0,1,cops,1
188,3.0,3178.0,125.0,0.03,5204.010091633063,520.0505861185222,0.6104937862700901,30.524689313504506,0.204,0.0,1,cops,1
189,3.0,3190.0,125.0,0.03,5207.309151076621,520.90879211752,0.6020783457266357,30.103917286331786,0.204,0.0,1,cops,1
190,3.0,3200.0,126.0,0.03,5211.03242256285,522.6544471431733,0.6186133391701459,30.930666958507306,0.20800000000000002,0.0,1,cops,1
191,3.0,3212.0,128.0,0.03,5214.35166670483,524.1503021833395,0.6059257689807026,30.296288449035128,0.26,0.0,1,cops,1
192,3.0,3220.0,128.0,0.03,5217.207909904786,524.744243043093,0.5945176246131784,29.725881230658914,0.256,0.0,1,cops,1
193,3.0,3228.0,129.0,0.03,5219.777024522045,525.2745516043835,0.5798494772942125,28.992473864710625,0.264,0.0,1,cops,1
194,3.0,3244.0,131.0,0.03,5223.724112022837,526.3157909176949,0.5913280235232017,29.566401176160092,0.29600000000000004,0.0,1,cops,1
195,3.0,3252.0,133.0,0.03,5226.794443577239,526.8868647490785,0.5802484872749076,29.012424363745378,0.34800000000000003,0.0,1,cops,1
196,3.0,3260.0,133.0,0.03,5229.229290360749,528.1641147325515,0.5780864183850044,28.904320919250228,0.33599999999999997,0.0,1,cops,1
197,3.0,3268.0,134.0,0.03,5230.821035677513,529.5153231298543,0.5890040343119552,29.450201715597775,0.336,0.0,1,cops,1
198,3.0,3280.0,135.0,0.03,5234.00187925438,530.8895855970659,0.5928987570832364,29.644937854161817,0.3399999999999999,0.0,1,cops,1
199,3.0,3282.0,135.0,0.03,5234.264619227935,531.9677182841295,0.5885928346643702,29.429641733218514,0.33199999999999996,0.0,1,cops,1
0,3.0,48.0,4.0,0.03,116.6044671074741,1.6317097600963368,4.407115106679027,220.35575533395135,0.10133333333333333,0.0,1,cops,3
