Step,num_cops,num_crimes_committed,num_arrests_made,tax_rate,total_stolen,total_trade_income,avg_wealth,total_wealth,avg_crime_perception,vote_outcome,param,value
151,4.0,780.0,67.0,0.04,4324.908761571497,2655.6856916422116,2.678279875840387,133.9139937920194,0.47200000000000003,0.0,prosperity,0.05
152,4.0,788.0,68.0,0.04,4338.998513697657,2664.562836390054,2.5833326015191616,129.16663007595807,0.4760000000000001,0.0,prosperity,0.05
153,4.0,792.0,68.0,0.04,4347.37034780753,2669.4279106108515,2.5373789569120424,126.86894784560215,0.4479999999999999,0.0,prosperity,0.05
154,4.0,792.0,68.0,0.04,4347.37034780753,2680.526509640484,2.573052709787334,128.6526354893667,0.444,0.0,prosperity,0.05
155,4.0,794.0,68.0,0.04,4354.023792166489,2689.0690124927028,2.5731773926301726,128.6588696315086,0.43599999999999994,0.0,prosperity,0.05
156,4.0,796.0,68.0,0.04,4356.094044865632,2700.621950994222,2.613117283292931,130.65586416464657,0.4360000000000001,0.0,prosperity,0.05
157,4.0,800.0,68.0,0.04,4360.161818074609,2711.579612847071,2.6426938213984483,132.13469106992238,0.4360000000000001,0.0,prosperity,0.05
158,4.0,802.0,69.0,0.04,4361.071604679103,2721.6856790510847,2.527789759728849,126.38948798644248,0.42800000000000005,0.0,prosperity,0.05
159,4.0,806.0,69.0,0.04,4369.394293494054,2731.6172534465663,2.5470097122225757,127.35048561112879,0.42,28.0,prosperity,0.05
160,5.0,806.0,69.0,0.05,4369.394293494054,2744.2437928574705,2.601730206007034,130.08651030035173,0.40399999999999997,0.0,prosperity,0.05
161,5.0,808.0,69.0,0.05,4371.9419623496915,2757.2576440301377,2.63213878077534,131.606939038767,0.4,0.0,prosperity,0.05
162,5.0,810.0,69.0,0.05,4374.427514540187,2770.2953809869496,2.660183929413895,133.00919647069475,0.38800000000000007,0.0,prosperity,0.05
163,5.0,810.0,70.0,0.05,4374.427514540187,2777.221815862552,2.5144655413740846,125.72327706870423,0.4000000000000001,0.0,prosperity,0.05
164,5.0,812.0,71.0,0.05,4376.377637901292,2790.7156629981964,2.4886420742342557,124.43210371171281,0.408,0.0,prosperity,0.05
165,5.0,814.0,71.0,0.05,4379.823081119196,2803.7811764469916,2.523895150867902,126.19475754339513,0.408,0.0,prosperity,0.05
166,5.0,818.0,72.0,0.05,4386.75439659554,2816.193824843529,2.3904542785869074,119.52271392934537,0.4279999999999999,0.0,prosperity,0.05
167,5.0,824.0,72.0,0.05,4398.507262413662,2827.6409222020493,2.4063871563341355,120.31935781670673,0.41600000000000004,0.0,prosperity,0.05
168,5.0,824.0,72.0,0.05,4398.507262413662,2840.659586379449,2.445699767907541,122.28498839537706,0.408,0.0,prosperity,0.05
169,5.0,828.0,72.0,0.05,4401.954601829563,2854.143057005746,2.488757487602537,124.43787438012683,0.4,0.0,prosperity,0.05
170,5.0,830.0,73.0,0.05,4404.892918353543,2862.999153824596,2.385017475928397,119.25087379641984,0.4039999999999999,0.0,prosperity,0.05
171,5.0,834.0,73.0,0.05,4409.004450590449,2872.1577679769853,2.376008948931037,118.80044744655186,0.3999999999999999,0.0,prosperity,0.05
172,5.0,838.0,73.0,0.05,4411.304782973967,2887.4886835182883,2.4453645655294225,122.2682282764711,0.384,0.0,prosperity,0.05
173,5.0,842.0,74.0,0.05,4427.344127671787,2900.081690711701,2.387261159855287,119.36305799276428,0.39199999999999996,0.0,prosperity,0.05
174,5.0,846.0,75.0,0.05,4428.497616815782,2914.012865835208,2.3618321070979347,118.09160535489677,0.392,0.0,prosperity,0.05
175,5.0,846.0,76.0,0.05,4428.497616815782,2932.419852922954,2.460054976973957,123.00274884869783,0.408,0.0,prosperity,0.05
176,5.0,846.0,76.0,0.05,4428.497616815782,2948.6043443452963,2.535955293193465,126.79776465967322,0.408,0.0,prosperity,0.05
177,5.0,848.0,76.0,0.05,4435.398192174799,2961.389918841873,2.562646134497742,128.13230672488706,0.408,0.0,prosperity,0.05
178,5.0,848.0,76.0,0.05,4435.398192174799,2977.0788237245474,2.62807122756533,131.40356137826646,0.408,0.0,prosperity,0.05
179,5.0,848.0,76.0,0.05,4435.398192174799,2992.326321253344,2.684555135119774,134.2277567559887,0.408,-20.0,prosperity,0.05
180,4.0,850.0,76.0,0.04,4436.9051552312785,3003.098858591204,2.6829608462888705,134.14804231444356,0.408,0.0,prosperity,0.05
181,4.0,850.0,77.0,0.04,4436.9051552312785,3018.944175203024,2.7150506533101795,135.75253266550897,0.4159999999999999,0.0,prosperity,0.05
182,4.0,850.0,77.0,0.04,4436.9051552312785,3031.5857604125813,2.7628669468082645,138.1433473404132,0.41600000000000004,0.0,prosperity,0.05
183,4.0,850.0,77.0,0.04,4436.9051552312785,3049.8221787106013,2.8776957703980095,143.8847885199005,0.4160000000000001,0.0,prosperity,0.05
184,4.0,850.0,77.0,0.04,4436.9051552312785,3071.2485945719313,3.0295011789376436,151.47505894688214,0.41600000000000004,0.0,prosperity,0.05
185,4.0,850.0,77.0,0.04,4436.9051552312785,3089.1097320942445,3.128994850382498,156.44974251912487,0.4159999999999999,0.0,prosperity,0.05
186,4.0,850.0,77.0,0.04,4436.9051552312785,3107.8891540070563,3.236717352696613,161.8358676348307,0.41600000000000004,0.0,prosperity,0.05
187,4.0,850.0,77.0,0.04,4436.9051552312785,3131.5076283487406,3.4006921431901405,170.034607159507,0.41600000000000004,0.0,prosperity,0.05
188,4.0,850.0,77.0,0.04,4436.9051552312785,3152.3830257182103,3.5239401827466055,176.1970091373303,0.41600000000000004,0.0,prosperity,0.05
189,4.0,850.0,77.0,0.04,4436.9051552312785,3172.248522863089,3.630783359144242,181.53916795721216,0.41600000000000004,0.0,prosperity,0.05
190,4.0,850.0,77.0,0.04,4436.9051552312785,3190.6580256408483,3.7139137539279,185.69568769639505,0.41600000000000004,0.0,prosperity,0.05
191,4.0,852.0,77.0,0.04,4444.89585076433,3215.2930404861213,3.867997789505514,193.39988947527564,0.4159999999999999,0.0,prosperity,0.05
192,4.0,852.0,78.0,0.04,4444.89585076433,3239.879275504156,3.954492168573392,197.72460842866954,0.43199999999999994,0.0,prosperity,0.05
193,4.0,854.0,78.0,0.04,4454.625676158873,3258.2399170019453,4.024095050338721,201.20475251693605,0.4200000000000001,0.0,prosperity,0.05
194,4.0,856.0,78.0,0.04,4464.299978414211,3275.013162001366,4.07238840229525,203.61942011476248,0.4039999999999999,0.0,prosperity,0.05
195,4.0,858.0,78.0,0.04,4472.860028024125,3292.120100280127,4.121559602766289,206.07798013831444,0.4000000000000001,0.0,prosperity,0.05
196,4.0,860.0,78.0,0.04,4476.014890111771,3313.1632466314018,4.2178273448523145,210.89136724261576,0.396,0.0,prosperity,0.05
197,4.0,864.0,78.0,0.04,4485.49441455756,3341.795747301954,4.403134593227398,220.15672966136998,0.38800000000000007,0.0,prosperity,0.05
198,4.0,868.0,79.0,0.04,4498.179820940236,3366.3496561742913,4.431200262147555,221.56001310737776,0.4000000000000001,0.0,prosperity,0.05
199,4.0,872.0,80.0,0.04,4508.110448467877,3386.3789341031,4.268602590182038,213.43012950910185,0.4,-24.0,prosperity,0.05
0,5.0,36.0,4.0,0.05,120.4385762068933,4.191674255567056,5.4248446446741205,271.2422322337061,0.15899999999999997,0.0,prosperity,1.0
1,5.0,74.0,9.0,0.05,213.6737022717297,7.639868007624322,4.607133336216853,230.35666681084263,0.2886666666666667,0.0,prosperity,1.0
2,5.0,90.0,12.0,0.05,253.71474669778146,12.170933911870353,4.193336484229364,209.66682421146814,0.319,0.0,prosperity,1.0
3,5.0,106.0,15.0,0.05,284.8804473573827,20.901364676808495,3.6641559440691767,183.20779720345877,0.32733333333333337,0.0,prosperity,1.0
4,5.0,122.0,16.0,0.05,333.0527221628682,22.130199218601167,3.366330358794621,168.31651793973106,0.3493333333333334,0.0,prosperity,1.0
5,5.0,134.0,20.0,0.05,365.6212563139663,22.791428139209078,2.639883007195345,131.99415035976725,0.3993333333333334,0.0,prosperity,1.0
6,5.0,138.0,22.0,0.05,373.97894705408174,28.254775986457844,2.2869062753225355,114.34531376612681,0.4353333333333333,0.0,prosperity,1.0
7,5.0,142.0,22.0,0.05,380.4374677674355,33.04223732586912,2.22785463082584,111.39273154129202,0.4353333333333333,0.0,prosperity,1.0
8,5.0,146.0,23.0,0.05,383.07901979861634,34.332336888742184,2.09986282261341,104.99314113067051,0.45533333333333337,0.0,prosperity,1.0
9,5.0,148.0,23.0,0.05,386.2249783226387,36.27582496460332,2.0187777937350937,100.93888968675469,0.4463333333333334,0.0,prosperity,1.0
10,5.0,150.0,23.0,0.05,387.63572577444,38.58046583518032,1.9451415683595596,97.257078417978,0.4453333333333333,0.0,prosperity,1.0
11,5.0,152.0,23.0,0.05,388.50517824506204,41.59757094405112,1.8845809799610125,94.22904899805067,0.44533333333333336,0.0,prosperity,1.0
12,5.0,154.0,23.0,0.05,389.3285297908762,43.43330224712448,1.812249688654862,90.61248443274313,0.44533333333333336,0.0,prosperity,1.0
13,5.0,154.0,24.0,0.05,389.3285297908762,46.60317116332065,1.6903286174699397,84.516430873497,0.4613333333333333,0.0,prosperity,1.0
14,5.0,158.0,24.0,0.05,400.61325696458067,47.66386344192314,1.614419779229187,80.72098896145938,0.4563333333333333,0.0,prosperity,1.0
15,5.0,162.0,24.0,0.05,402.7100421479311,47.66386344192314,1.5326503976760526,76.63251988380262,0.4563333333333333,0.0,prosperity,1.0
16,5.0,164.0,25.0,0.05,409.61952800916,49.549853461997856,1.3503604737996782,67.51802368998389,0.4636666666666667,0.0,prosperity,1.0
17,5.0,164.0,25.0,0.05,409.61952800916,55.274529165047156,1.3535916060055582,67.67958030027789,0.46366666666666667,0.0,prosperity,1.0
18,5.0,168.0,25.0,0.05,413.5039467905203,57.950051873207926,1.318804751140397,65.94023755701984,0.45466666666666666,0.0,prosperity,1.0
19,5.0,172.0,26.0,0.05,416.11025328840793,60.67781766181966,1.2429957465921206,62.14978732960606,0.45,22.0,prosperity,1.0
20,6.0,176.0,28.0,0.060000000000000005,417.4639602832163,64.80821874236439,1.1336668905164513,56.68334452582256,0.474,0.0,prosperity,1.0
21,6.0,178.0,28.0,0.060000000000000005,417.68833740360645,69.51533117624922,1.1228948930535103,56.144744652675506,0.474,0.0,prosperity,1.0
22,6.0,180.0,28.0,0.060000000000000005,418.24346623807907,74.71490914371537,1.1192932989088626,55.96466494544313,0.47400000000000003,0.0,prosperity,1.0
23,6.0,182.0,28.0,0.060000000000000005,419.3834961772073,79.17574650908534,1.1053651028450713,55.26825514225358,0.47,0.0,prosperity,1.0
24,6.0,184.0,29.0,0.060000000000000005,420.01593963963586,82.89717464394816,1.0170419699725413,50.85209849862704,0.4779999999999999,0.0,prosperity,1.0
25,6.0,186.0,30.0,0.060000000000000005,420.8059180850791,86.86895842814997,1.0070528359420623,50.35264179710312,0.49,0.0,prosperity,1.0
26,6.0,188.0,30.0,0.060000000000000005,422.7515238568786,92.44415354331295,1.0134045261335454,50.67022630667726,0.49000000000000005,0.0,prosperity,1.0
27,6.0,190.0,31.0,0.060000000000000005,423.18864041441697,95.51445384651278,0.8942288308620249,44.71144154310124,0.49399999999999994,0.0,prosperity,1.0
28,6.0,192.0,31.0,0.060000000000000005,423.7428243856322,99.87526124307317,0.8942949628854534,44.714748144272676,0.48999999999999994,0.0,prosperity,1.0
29,6.0,194.0,31.0,0.060000000000000005,425.9279759527024,106.22400708173724,0.9170765812996254,45.85382906498127,0.48266666666666663,0.0,prosperity,1.0
30,6.0,194.0,31.0,0.060000000000000005,425.9279759527024,109.66977252291143,0.904205390821599,45.210269541079946,0.48266666666666674,0.0,prosperity,1.0
31,6.0,194.0,31.0,0.060000000000000005,425.9279759527024,115.18141830143777,0.9170528312624212,45.852641563121054,0.48266666666666674,0.0,prosperity,1.0
32,6.0,194.0,31.0,0.060000000000000005,425.9279759527024,120.06498815158241,0.9217155608330297,46.08577804165147,0.48266666666666663,0.0,prosperity,1.0
33,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,123.24329808197996,0.8778088107210127,43.89044053605064,0.49866666666666676,0.0,prosperity,1.0
34,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,127.32986365385514,0.8751412319083716,43.75706159541858,0.49866666666666665,0.0,prosperity,1.0
35,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,133.7999936269896,0.9010597798790814,45.052988993954074,0.49866666666666665,0.0,prosperity,1.0
36,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,138.836658426899,0.9087953139863356,45.43976569931678,0.49866666666666665,0.0,prosperity,1.0
37,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,143.80509635529967,0.914920146117027,45.74600730585134,0.49866666666666665,0.0,prosperity,1.0
38,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,148.06332337942447,0.912293215090067,45.61466075450335,0.49866666666666665,0.0,prosperity,1.0
39,6.0,196.0,32.0,0.060000000000000005,426.1969534987434,152.14320322006645,0.9072138420213591,45.36069210106793,0.49866666666666665,-24.0,prosperity,1.0
40,5.0,198.0,33.0,0.05,426.4370680802845,156.494936149508,0.8878276593699007,44.39138296849504,0.5146666666666666,0.0,prosperity,1.0
41,5.0,198.0,33.0,0.05,426.4370680802845,161.77662634332717,0.9083266620412399,45.416333102062005,0.5146666666666667,0.0,prosperity,1.0
42,5.0,198.0,33.0,0.05,426.4370680802845,165.5514895542213,0.9093900300139305,45.46950150069651,0.5146666666666667,0.0,prosperity,1.0
43,5.0,198.0,33.0,0.05,426.4370680802845,169.75856833414625,0.915786734506427,45.78933672532135,0.5146666666666667,0.0,prosperity,1.0
44,5.0,198.0,33.0,0.05,426.4370680802845,174.73000208315943,0.9311816614960341,46.55908307480171,0.5146666666666667,0.0,prosperity,1.0
45,5.0,198.0,33.0,0.05,426.4370680802845,179.80711302292352,0.946863613257132,47.343180662856604,0.5146666666666667,0.0,prosperity,1.0
46,5.0,198.0,33.0,0.05,426.4370680802845,184.85004658804982,0.9613865190167558,48.0693259508378,0.5146666666666666,0.0,prosperity,1.0
47,5.0,198.0,33.0,0.05,426.4370680802845,189.40033191613637,0.9694310718880496,48.47155359440248,0.5146666666666667,0.0,prosperity,1.0
48,5.0,198.0,33.0,0.05,426.4370680802845,194.7548043110594,0.986958335925712,49.34791679628561,0.5146666666666666,0.0,prosperity,1.0
49,5.0,198.0,33.0,0.05,426.4370680802845,199.1324392303193,0.9916796667679482,49.58398333839739,0.5146666666666667,0.0,prosperity,1.0
50,5.0,198.0,33.0,0.05,426.4370680802845,204.90680084716672,1.0134134142650368,50.67067071325182,0.5146666666666666,0.0,prosperity,1.0
51,5.0,198.0,33.0,0.05,426.4370680802845,210.24112919746503,1.028578058880935,51.42890294404676,0.5146666666666667,0.0,prosperity,1.0
52,5.0,198.0,33.0,0.05,426.4370680802845,216.89404115181205,1.0591213981864769,52.95606990932384,0.5146666666666666,0.0,prosperity,1.0
53,5.0,198.0,33.0,0.05,426.4370680802845,223.7636013265965,1.0903071136386968,54.51535568193484,0.5146666666666666,0.0,prosperity,1.0
54,5.0,198.0,33.0,0.05,426.4370680802845,228.81416424695067,1.0982698442463446,54.91349221231724,0.5146666666666667,0.0,prosperity,1.0
55,5.0,198.0,33.0,0.05,426.4370680802845,232.82738113760618,1.0928379734221578,54.64189867110791,0.5146666666666667,0.0,prosperity,1.0
56,5.0,198.0,33.0,0.05,426.4370680802845,238.65047739484902,1.1092335283804118,55.46167641902057,0.5146666666666667,0.0,prosperity,1.0
57,5.0,198.0,33.0,0.05,426.4370680802845,246.607137658369,1.1516360567257367,57.581802836286855,0.5146666666666667,0.0,prosperity,1.0
58,5.0,198.0,33.0,0.05,426.4370680802845,253.90867711841827,1.1839322015973146,59.19661007986573,0.5146666666666667,0.0,prosperity,1.0
59,5.0,198.0,33.0,0.05,426.4370680802845,263.2310713496516,1.2396514369225402,61.98257184612701,0.5146666666666667,-48.0,prosperity,1.0
60,4.0,198.0,33.0,0.04,426.4370680802845,271.53895305699433,1.2800115316960516,64.0005765848026,0.5146666666666667,0.0,prosperity,1.0
61,4.0,198.0,33.0,0.04,426.4370680802845,277.7093426415162,1.3051928386133853,65.25964193066926,0.5146666666666666,0.0,prosperity,1.0
62,4.0,198.0,33.0,0.04,426.4370680802845,285.4872837850289,1.3493252848366877,67.4662642418344,0.5146666666666667,0.0,prosperity,1.0
63,4.0,198.0,33.0,0.04,426.4370680802845,295.8679116468924,1.42442492037391,71.2212460186955,0.5146666666666666,0.0,prosperity,1.0
64,4.0,198.0,33.0,0.04,426.4370680802845,303.63286354167434,1.4636537555668243,73.1826877783412,0.5146666666666667,0.0,prosperity,1.0
65,4.0,198.0,33.0,0.04,426.4370680802845,314.69552804954014,1.541988329865542,77.0994164932771,0.5146666666666667,0.0,prosperity,1.0
66,4.0,198.0,33.0,0.04,426.4370680802845,325.3692079527342,1.6127990113540502,80.63995056770253,0.5146666666666667,0.0,prosperity,1.0
67,4.0,198.0,33.0,0.04,426.4370680802845,335.1640317591758,1.6696883855161908,83.48441927580953,0.5146666666666667,0.0,prosperity,1.0
68,4.0,198.0,33.0,0.04,426.4370680802845,347.426155002333,1.7552813072037323,87.7640653601866,0.5146666666666667,0.0,prosperity,1.0
69,4.0,198.0,33.0,0.04,426.4370680802845,357.0347054866389,1.8042551670372768,90.21275835186384,0.5146666666666667,0.0,prosperity,1.0
70,4.0,198.0,33.0,0.04,426.4370680802845,366.8556624964938,1.8534503865142582,92.67251932571291,0.5146666666666667,0.0,prosperity,1.0
71,4.0,198.0,33.0,0.04,426.4370680802845,377.407862313793,1.9100872695887339,95.50436347943669,0.5146666666666666,0.0,prosperity,1.0
72,4.0,198.0,33.0,0.04,426.4370680802845,388.5626386618807,1.9724397547314547,98.62198773657272,0.5146666666666666,0.0,prosperity,1.0
73,4.0,198.0,33.0,0.04,426.4370680802845,398.60688859678964,2.018022153528007,100.90110767640031,0.5146666666666666,0.0,prosperity,1.0
74,4.0,198.0,33.0,0.04,426.4370680802845,410.7093952541566,2.0872002679989463,104.36001339994732,0.5146666666666666,0.0,prosperity,1.0
75,4.0,198.0,33.0,0.04,426.4370680802845,424.77905038852185,2.178346018631946,108.91730093159731,0.5146666666666667,0.0,prosperity,1.0
76,4.0,198.0,33.0,0.04,426.4370680802845,441.03229735542345,2.293753547501881,114.68767737509404,0.5146666666666667,0.0,prosperity,1.0
77,4.0,198.0,33.0,0.04,426.4370680802845,455.4105355946091,2.3799446073192256,118.99723036596129,0.5146666666666667,0.0,prosperity,1.0
78,4.0,198.0,33.0,0.04,426.4370680802845,473.3394383923024,2.506653344300671,125.33266721503357,0.5146666666666666,0.0,prosperity,1.0
79,4.0,198.0,33.0,0.04,426.4370680802845,489.5203423913055,2.6072576527613416,130.3628826380671,0.5146666666666667,-50.0,prosperity,1.0
80,3.0,198.0,33.0,0.03,426.4370680802845,503.0818796158017,2.6707449063262727,133.5372453163136,0.5146666666666666,0.0,prosperity,1.0
81,3.0,198.0,33.0,0.03,426.4370680802845,519.5920254671588,2.7970880675010794,139.85440337505398,0.5146666666666666,0.0,prosperity,1.0
82,3.0,198.0,33.0,0.03,426.4370680802845,536.2279645400049,2.921219919900803,146.06099599504014,0.5146666666666666,0.0,prosperity,1.0
83,3.0,198.0,33.0,0.03,426.4370680802845,551.1018257909625,3.019916216715544,150.99581083577718,0.5146666666666666,0.0,prosperity,1.0
84,3.0,198.0,33.0,0.03,426.4370680802845,568.9860943357585,3.1523461664204975,157.61730832102486,0.5146666666666667,0.0,prosperity,1.0
85,3.0,198.0,33.0,0.03,426.4370680802845,589.4476782493405,3.313165441881718,165.65827209408593,0.5146666666666666,0.0,prosperity,1.0
86,3.0,198.0,33.0,0.03,426.4370680802845,609.5680381792871,3.4651424306588603,173.257121532943,0.5146666666666667,0.0,prosperity,1.0
87,3.0,198.0,33.0,0.03,426.4370680802845,623.6364248446101,3.537203443115077,176.86017215575384,0.5146666666666667,0.0,prosperity,1.0
88,3.0,198.0,33.0,0.03,426.4370680802845,643.7098338310406,3.6823121618299486,184.11560809149742,0.5146666666666667,0.0,prosperity,1.0
89,3.0,198.0,33.0,0.03,426.4370680802845,665.0555056413037,3.83861930132034,191.93096506601697,0.5146666666666666,0.0,prosperity,1.0
90,3.0,198.0,33.0,0.03,426.4370680802845,685.5250833677757,3.9792573925622725,198.96286962811357,0.5146666666666666,0.0,prosperity,1.0
91,3.0,198.0,33.0,0.03,426.4370680802845,711.6765350079797,4.187237068855425,209.3618534427713,0.5146666666666667,0.0,prosperity,1.0
92,3.0,198.0,33.0,0.03,426.4370680802845,736.4900406050275,4.371593041273761,218.57965206368806,0.5146666666666666,0.0,prosperity,1.0
93,3.0,198.0,33.0,0.03,426.4370680802845,763.3131846437943,4.575884362126607,228.79421810633033,0.5146666666666666,0.0,prosperity,1.0
94,3.0,198.0,33.0,0.03,426.4370680802845,790.8493207895559,4.782900774113102,239.14503870565505,0.5146666666666667,0.0,prosperity,1.0
95,3.0,198.0,33.0,0.03,426.4370680802845,820.4261955593972,5.010033926297768,250.50169631488842,0.5146666666666667,0.0,prosperity,1.0
96,3.0,198.0,33.0,0.03,426.4370680802845,852.2122080276282,5.256514535818384,262.8257267909192,0.5146666666666667,0.0,prosperity,1.0
97,3.0,198.0,33.0,0.03,426.4370680802845,890.3034668398845,5.57496676523353,278.7483382616765,0.5146666666666667,0.0,prosperity,1.0
98,3.0,198.0,33.0,0.03,426.4370680802845,930.2342416913284,5.905932256546845,295.29661282734213,0.5146666666666667,0.0,prosperity,1.0
99,3.0,200.0,34.0,0.03,436.161564382413,966.9897488325184,6.0070734218295785,300.353671091479,0.5266666666666666,-48.0,prosperity,1.0
100,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1014.9537079376412,6.427460119360311,321.37300596801543,0.5266666666666667,0.0,prosperity,1.0
101,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1047.2741795607938,6.707083525793738,335.3541762896869,0.5266666666666666,0.0,prosperity,1.0
102,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1081.7584123235695,7.008708022754442,350.4354011377223,0.5266666666666667,0.0,prosperity,1.0
103,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1130.4106731898055,7.481317718709624,374.0658859354813,0.5266666666666666,0.0,prosperity,1.0
104,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1178.6978606268042,7.940550671380736,397.02753356903673,0.5266666666666666,0.0,prosperity,1.0
105,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1226.7223306382268,8.38755149300486,419.37757465024293,0.5266666666666667,0.0,prosperity,1.0
106,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1295.671273497987,9.089245508754344,454.4622754377174,0.5266666666666667,0.0,prosperity,1.0
107,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1357.2694718391233,9.684776933899714,484.2388466949858,0.5266666666666666,0.0,prosperity,1.0
108,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1410.7353106705525,10.164400920644065,508.2200460322031,0.5266666666666667,0.0,prosperity,1.0
109,1.9999999999999996,200.0,34.0,0.019999999999999997,436.161564382413,1468.5694402687066,10.691167207677346,534.5583603838671,0.5266666666666667,0.0,prosperity,1.0
110,1.9999999999999996,204.0,34.0,0.019999999999999997,467.52714729515554,1525.4168892669163,11.191001731548033,559.5500865774014,0.5226666666666666,0.0,prosperity,1.0
111,1.9999999999999996,204.0,34.0,0.019999999999999997,467.52714729515554,1597.7070470856493,11.877456541417674,593.8728270708834,0.509,0.0,prosperity,1.0
112,1.9999999999999996,206.0,34.0,0.019999999999999997,480.6100233853634,1657.2469826091235,12.386354314079409,619.3177157039704,0.5050000000000001,0.0,prosperity,1.0
113,1.9999999999999996,210.0,34.0,0.019999999999999997,510.12575454896063,1736.5958846201665,13.131496420256324,656.5748210128163,0.5010000000000001,0.0,prosperity,1.0
114,1.9999999999999996,214.0,34.0,0.019999999999999997,550.3653190624506,1795.107395822191,13.600566008575276,680.0283004287638,0.48100000000000004,0.0,prosperity,1.0
115,1.9999999999999996,216.0,34.0,0.019999999999999997,572.7316839332415,1862.4635981043,14.172777105894436,708.6388552947217,0.4650000000000001,0.0,prosperity,1.0
116,1.9999999999999996,218.0,34.0,0.019999999999999997,592.7804553329089,1971.271137306134,15.255835367013571,762.7917683506784,0.46099999999999997,0.0,prosperity,1.0
117,1.9999999999999996,224.0,34.0,0.019999999999999997,659.0543520462335,2024.194189168322,15.61728212666002,780.8641063330012,0.424,0.0,prosperity,1.0
118,1.9999999999999996,234.0,35.0,0.019999999999999997,779.8694861573271,2088.2546169027137,15.64175046425644,782.0875232128219,0.42399999999999993,0.0,prosperity,1.0
119,1.9999999999999996,242.0,35.0,0.019999999999999997,854.4165014391818,2179.088436885407,16.463041678046142,823.1520839023071,0.396,-18.0,prosperity,1.0
120,0.9999999999999997,248.0,35.0,0.009999999999999997,922.9125609572774,2243.454427813854,16.933857577329746,846.6928788664876,0.35999999999999993,0.0,prosperity,1.0
121,0.9999999999999997,258.0,35.0,0.009999999999999997,999.2453355306972,2310.9968988868713,17.61901018232504,880.950509116252,0.332,0.0,prosperity,1.0
122,0.9999999999999997,274.0,36.0,0.009999999999999997,1184.573707854659,2360.7322910872194,17.599520421087938,879.9760210543966,0.28400000000000003,0.0,prosperity,1.0
123,0.9999999999999997,284.0,37.0,0.009999999999999997,1353.8718536209776,2421.5075710482406,17.59818748217601,879.9093741088,0.24800000000000005,0.0,prosperity,1.0
124,0.9999999999999997,314.0,37.0,0.009999999999999997,1675.0686477155,2468.2954996432613,17.99616500289325,899.8082501446628,0.18400000000000002,0.0,prosperity,1.0
125,0.9999999999999997,334.0,37.0,0.009999999999999997,1961.2469209755827,2505.230469911333,18.262201293928893,913.1100646964446,0.132,0.0,prosperity,1.0
126,0.9999999999999997,370.0,37.0,0.009999999999999997,2376.6329587842183,2515.8950317173676,18.188951863465554,909.4475931732776,0.09600000000000002,0.0,prosperity,1.0
127,0.9999999999999997,414.0,37.0,0.009999999999999997,2797.298242365353,2515.8950317173676,17.99377543704535,899.6887718522675,0.068,0.0,prosperity,1.0
128,0.9999999999999997,446.0,37.0,0.009999999999999997,3147.8978093005926,2533.103695218241,18.021146856711205,901.0573428355603,0.05200000000000001,0.0,prosperity,1.0
129,0.9999999999999997,480.0,37.0,0.009999999999999997,3561.8005506772342,2541.1414944690264,17.927072706956587,896.353635347829,0.036000000000000004,0.0,prosperity,1.0
130,0.9999999999999997,506.0,37.0,0.009999999999999997,3765.342168921502,2544.398471766611,17.778202076648757,888.9101038324377,0.036000000000000004,0.0,prosperity,1.0
131,0.9999999999999997,548.0,37.0,0.009999999999999997,4253.330492756962,2547.6765908301018,17.614711927761263,880.7355963880634,0.036000000000000004,0.0,prosperity,1.0
132,0.9999999999999997,586.0,37.0,0.009999999999999997,4567.11358301179,2551.1437309499643,17.46218529464015,873.1092647320071,0.027999999999999997,0.0,prosperity,1.0
133,0.9999999999999997,622.0,37.0,0.009999999999999997,4872.941494111831,2562.0971549074716,17.39890974929567,869.9454874647836,0.024000000000000004,0.0,prosperity,1.0
134,0.9999999999999997,648.0,37.0,0.009999999999999997,5069.723036830789,2574.7005906135614,17.3747315911293,868.7365795564649,0.016,0.0,prosperity,1.0
135,0.9999999999999997,682.0,37.0,0.009999999999999997,5365.264920409395,2582.9410793397765,17.28654644622879,864.3273223114397,0.016,0.0,prosperity,1.0
136,0.9999999999999997,712.0,39.0,0.009999999999999997,5679.28201110729,2582.9410793397765,15.813331544361667,790.6665772180831,0.044000000000000004,0.0,prosperity,1.0
